TITLE="supersonic vortex"
VARIABLES="X" "Y"
ZONE I=101 F=POINT
  6.27414871e-01        1.23137102
  6.07995933e-01        1.24107411
  5.88426981e-01        1.25047099
  5.68712844e-01        1.25955933
  5.48858385e-01        1.26833689
  5.28868504e-01        1.27680151
  5.08748132e-01        1.28495110
  4.88502234e-01        1.29278365
  4.68135806e-01        1.30029722
  4.47653872e-01        1.30748997
  4.27061486e-01        1.31436011
  4.06363729e-01        1.32090595
  3.85565709e-01        1.32712587
  3.64672555e-01        1.33301835
  3.43689424e-01        1.33858193
  3.22621493e-01        1.34381523
  3.01473960e-01        1.34871696
  2.80252042e-01        1.35328592
  2.58960977e-01        1.35752098
  2.37606017e-01        1.36142109
  2.16192431e-01        1.36498529
  1.94725503e-01        1.36821269
  1.73210529e-01        1.37110252
  1.51652818e-01        1.37365404
  1.30057689e-01        1.37586664
  1.08430470e-01        1.37773976
  8.67764980e-02        1.37927294
  6.51011149e-02        1.38046581
  4.34096690e-02        1.38131807
  2.17075125e-02        1.38182951
  8.46230938e-17        1.38200000
